ts,wallet,title,outcome,entry,won,pnl
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Spread: FK Bodø/Glimt (-1.5),FK Bodø/Glimt,0.495,0,-50.0
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Deportivo San Pedro win on 2026-07-25?,Yes,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CS Cienciano win on 2026-07-25?,No,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Independiente Medellín win on 2026-07-25?,Yes,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SK Brann win on 2026-07-30?,Yes,0.685,1,22.99
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Charlotte FC win on 2026-07-25?,Yes,0.935,1,3.48
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: LOUD vs paiN Gaming - Game 2 Winner,LOUD,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Kelty Hearts FC win on 2026-07-25?,No,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Heart of Midlothian FC win on 2026-07-28?,Yes,0.535,0,-50.0
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Dota 2: Team Lynx vs KW (BO3) - EPL Masters Play-In Group A,Team Lynx,0.9995,1,0.03
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Moss FK win on 2026-07-26?,Yes,0.585,0,-50.0
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK CSKA 1948 Sofia win on 2026-07-28?,Yes,0.505,0,-50.0
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Bali: Thanaphat Boosarawongse vs Ryuki Matsuda,Thanaphat Boosarawongse,0.535,1,43.46
2026-07-26T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Av Alta FC win on 2026-07-25?,Yes,0.555,0,-50.0
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will IF Brommapojkarna win on 2026-07-26?,No,0.89,1,6.18
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Incheon United FC win on 2026-07-26?,No,0.845,1,9.17
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Shandong Taishan FC win on 2026-07-26?,No,0.8149,1,11.36
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Bucheon FC 1995 win on 2026-07-26?,No,0.745,1,17.11
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will IF Brommapojkarna vs. Hammarby IF end in a draw?,No,0.8149,0,-50.0
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Shenzhen Xinpengcheng FC win on 2026-07-26?,No,0.945,1,2.91
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Hammarby IF win on 2026-07-26?,Yes,0.685,0,-50.0
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Gwangju FC win on 2026-07-26?,No,0.93,1,3.76
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will FC Seoul win on 2026-07-26?,No,0.975,1,1.28
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Yunnan Yukun FC win on 2026-07-26?,Yes,0.78,1,14.1
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SK Brann win on 2026-07-26?,Yes,0.575,0,-50.0
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Hamarkameratene win on 2026-07-26?,No,0.8149,1,11.36
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Tampereen Ilves win on 2026-07-26?,Yes,0.365,1,86.99
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CF Monterrey win on 2026-07-26?,No,0.535,1,43.46
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Zhejiang Zhiye FC win on 2026-07-26?,No,0.635,0,-50.0
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will IK Sirius win on 2026-07-26?,Yes,0.81,1,11.73
2026-07-26T12:19+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Malmo FF win on 2026-07-26?,Yes,0.495,0,-50.0
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SE Palmeiras win on 2026-07-26?,No,0.955,1,2.36
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CR Flamengo win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Mineiro win on 2026-07-26?,Yes,0.725,1,18.97
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Boca Juniors win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Riestra win on 2026-07-26?,Yes,0.9965,1,0.18
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Grêmio FBPA vs. Fluminense FC end in a draw?,Yes,0.9995,0,-50.0
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: CR Flamengo (-1.5),São Paulo FC,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CR Flamengo vs. São Paulo FC end in a draw?,Yes,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Red Bull Bragantino win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Fluminense FC win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Riestra vs. CA Boca Juniors end in a draw?,No,0.9985,1,0.08
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Grêmio FBPA vs. Fluminense FC: O/U 2.5,Under,0.9995,0,-50.0
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will São Paulo FC win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Coritiba FBC win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: Coritiba FBC (-1.5),Red Bull Bragantino,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Red Bull Bragantino vs. Coritiba FBC end in a draw?,Yes,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Audax CS Italiano win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Grêmio FBPA vs. Fluminense FC: O/U 1.5,Over,0.9995,1,0.03
2026-07-27T00:16+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Spread: CA Boca Juniors (-1.5),CD Riestra,0.998,1,0.1
2026-07-27T00:16+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Alexandra Eala vs Qinwen Zheng,Alexandra Eala,0.425,1,67.65
2026-07-27T00:16+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Valorant: FURIA Esports vs MIBR - Map 1 Winner,FURIA Esports,0.0005,0,-50.0
2026-07-27T00:16+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: Team Liquid vs Cloud9 (BO3) - LCS Regular Season,Cloud9,0.0005,1,99950.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CR Flamengo win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CF Monterrey win on 2026-07-26?,No,0.845,1,9.17
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Club Alianza Lima win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Auda Riga win on 2026-07-26?,Yes,0.9955,1,0.23
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,"The Memphis Classic, Qualification: Yexin Ma vs Aoi Ito",Yexin Ma,0.9995,1,0.03
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CD Comerciantes Unidos win on 2026-07-26?,No,0.9995,1,0.03
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SK Brann win on 2026-07-30?,Yes,0.665,1,25.19
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Heart of Midlothian FC win on 2026-07-28?,Yes,0.535,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CD Garcilaso win on 2026-07-26?,Yes,0.91,1,4.95
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FC St. Gallen win on 2026-07-30?,No,0.905,1,5.25
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will The New Saints FC win on 2026-07-30?,Yes,0.505,1,49.01
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will New York City FC win on 2026-07-31?,Yes,0.595,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,"Los Cabos Open, Qualification: Aidan Mayo vs Roger Pascual",Roger Pascual,0.475,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Orsomarso SC win on 2026-07-26?,Yes,0.9945,1,0.28
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Qairat FK win on 2026-07-29?,Yes,0.435,1,64.94
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SC Recife win on 2026-07-27?,No,0.505,1,49.01
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SE Palmeiras win on 2026-07-26?,No,0.955,1,2.36
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Los Cabos Open: Denis Shapovalov vs Rinky Hijikata,Denis Shapovalov,0.575,1,36.96
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK CSKA 1948 Sofia win on 2026-07-28?,Yes,0.505,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: Dplus KIA vs T1 (BO1) - KeSPA Cup Group Stage,Dplus KIA,0.315,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: BNK FEARX vs Gen.G (BO1) - KeSPA Cup Group Stage,BNK FEARX,0.315,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,San Marino: Daniel Rincon vs Juan Carlos Prado,Daniel Rincon,0.535,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FK Žalgiris Vilnius win on 2026-07-30?,Yes,0.45,1,61.11
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will FC Midtjylland win on 2026-07-30?,Yes,0.515,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: KT Rolster vs Gen.G (BO1) - KeSPA Cup Group Stage,KT Rolster,0.475,0,-50.0
2026-07-27T00:16+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will RSC Anderlecht win on 2026-07-30?,Yes,0.445,1,62.36
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Atlanta Braves vs. Chicago White Sox: O/U 5.5,Over,0.73,0,-50.0
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will BK Hacken vs. AIK end in a draw?,No,0.765,0,-50.0
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: Hanwha Eagles vs. LG Twins,LG Twins,0.809,0,-50.0
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,0.599,0,-50.0
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,0.82,1,10.98
2026-07-27T13:45+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Detroit Tigers vs. Cleveland Guardians: O/U 10.5,Under,0.74,1,17.57
2026-07-27T13:45+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Matteo Arnaldi vs Lorenzo Musetti,Lorenzo Musetti,0.595,1,34.03
2026-07-27T13:45+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Alex de Minaur vs Stefanos Tsitsipas,Alex de Minaur,0.525,1,45.24
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will BK Hacken win on 2026-07-27?,Yes,0.515,0,-50.0
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Vancouver: Kayla Day vs Mai Hontama,Kayla Day,0.605,0,-50.0
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Bonn: Buvaysar Gadamauri vs Jamie Mackenzie,Jamie Mackenzie,0.555,1,40.09
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Samsun: Gabi Boitan vs Gabriel Debru,Gabriel Debru,0.9995,1,0.03
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Mubadala Citi DC Open: Frances Tiafoe vs Terence Atmane,Frances Tiafoe,0.735,0,-50.0
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Targu Mures: Francesca Jones vs Chloe Paquet,Francesca Jones,0.755,1,16.23
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will SK Artis Brno win on 2026-07-27?,No,0.785,1,13.69
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will AC Goianiense win on 2026-07-27?,No,0.545,0,-50.0
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Rosenborg BK win on 2026-07-27?,Yes,0.635,1,28.74
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,San Marino: Alexandre Muller vs Stefano Napolitano,Alexandre Muller,0.625,1,30.0
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Bonn: Pedro Boscardin Dias vs Jurij Rodionov,Jurij Rodionov,0.745,1,17.11
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Shamrock Rovers FC win on 2026-07-28?,Yes,0.525,1,45.24
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Bonn: Jan Choinski vs Francesco Passaro,Jan Choinski,0.85,1,8.82
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,The Memphis Classic: Katie Volynets vs Viktorija Golubic,Katie Volynets,0.645,1,27.52
2026-07-27T13:45+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,The Memphis Classic: Talia Gibson vs Tatjana Maria,Talia Gibson,0.555,0,-50.0
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,The Memphis Classic: Talia Gibson vs Tatjana Maria,Tatjana Maria,0.9995,1,0.03
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SC Recife win on 2026-07-27?,No,0.87,1,7.47
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Baltimore Orioles vs. Detroit Tigers,Baltimore Orioles,0.895,0,-50.0
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Washington Nationals,Toronto Blue Jays,0.725,1,18.97
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Guayaquil City FC win on 2026-07-27?,No,0.9995,1,0.03
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will SC Recife vs. Cuiabá EC end in a draw?,Yes,0.71,1,20.42
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will AA Internacional Limeira SP win on 2026-07-27?,No,0.81,1,11.73
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,New York Yankees vs. Chicago White Sox,Chicago White Sox,0.475,0,-50.0
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CR Brasil win on 2026-07-27?,Yes,0.98,1,1.02
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Vila Nova FC win on 2026-07-27?,No,0.994,1,0.3
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Everton de Viña del Mar win on 2026-07-24?,Yes,0.605,0,-50.0
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CD Universidad Catolica del Ecuador win on 2026-07-27?,No,0.9995,1,0.03
2026-07-28T00:13+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Cuiabá EC win on 2026-07-27?,No,0.8485,1,8.93
2026-07-28T00:13+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Liudmila Samsonova vs Madison Keys,Madison Keys,0.955,0,-50.0
2026-07-28T00:13+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Chicago Cubs vs. St. Louis Cardinals: O/U 11.5,Over,0.325,0,-50.0
2026-07-28T00:13+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Arizona Diamondbacks vs. Pittsburgh Pirates: O/U 9.5,Under,0.865,1,7.8
2026-07-28T00:13+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Baltimore Orioles vs. Detroit Tigers: O/U 9.5,Under,0.0005,0,-50.0
2026-07-28T00:13+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Baltimore Orioles vs. Detroit Tigers: O/U 7.5,Under,0.0005,1,99950.0
2026-07-28T13:03+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: Hanwha Eagles vs. LG Twins,LG Twins,0.8085,0,-50.0
2026-07-28T13:03+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,0.601,0,-50.0
2026-07-28T13:03+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,0.82,1,10.98
2026-07-28T13:03+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Detroit Tigers vs. Cleveland Guardians: O/U 10.5,Under,0.575,1,36.96
2026-07-28T13:03+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Cleveland Guardians vs. Cincinnati Reds,Cincinnati Reds,0.585,1,35.47
2026-07-28T13:03+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Liberec: Maks Kasnikowski vs Frederico Ferreira Silva,Maks Kasnikowski,0.0005,0,-50.0
2026-07-28T13:03+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Bonn: Max Houkes vs Roberto Carballes Baena,Max Houkes,0.0005,0,-50.0
2026-07-28T13:03+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Bonn: Olle Wallin vs Lorenzo Giustino,Lorenzo Giustino,0.0005,0,-50.0
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will AA Ponte Preta win on 2026-07-28?,No,0.845,1,9.17
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Gimnasia y Esgrima de Mendoza win on 2026-07-28?,No,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Banfield win on 2026-07-28?,Yes,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Sarmiento win on 2026-07-28?,No,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA San Lorenzo de Almagro win on 2026-07-28?,Yes,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Tigre win on 2026-07-28?,No,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Chicago Cubs vs. St. Louis Cardinals,Chicago Cubs,0.705,1,20.92
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Connecticut Sun vs. Washington Mystics,Washington Mystics,0.575,1,36.96
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Club Nacional de Football win on 2026-07-28?,Yes,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Avaí FC win on 2026-07-28?,No,0.895,1,5.87
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will EC Juventude vs. Avaí FC end in a draw?,No,0.335,1,99.25
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CA Tigre vs. Club Nacional de Football end in a draw?,No,0.9995,1,0.03
2026-07-29T00:12+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Cleveland Guardians vs. Cincinnati Reds,Cleveland Guardians,0.425,0,-50.0
2026-07-29T00:12+00:00,0x5b4ec9c06b284ee52c41a761974d836992880232,Baltimore Orioles vs. Detroit Tigers: O/U 9.5,Under,0.105,0,-50.0
2026-07-29T00:12+00:00,0xf0318c32136c2db7fec88b84869aee6a1106c80c,Chicago Cubs vs. St. Louis Cardinals,St. Louis Cardinals,0.295,0,-50.0
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Cleveland Guardians vs. Cincinnati Reds,Cleveland Guardians,0.9995,0,-50.0
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Seattle Mariners vs. Los Angeles Dodgers,Los Angeles Dodgers,0.675,1,24.07
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Texas Rangers vs. Tampa Bay Rays: O/U 8.5,Under,0.87,1,7.47
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Arizona Diamondbacks vs. Pittsburgh Pirates,Arizona Diamondbacks,0.935,0,-50.0
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Vancouver: Emerson Jones vs Carol Zhao,Carol Zhao,0.415,0,-50.0
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Mubadala Citi DC Open: Trevor Svajda vs Jakub Mensik,Trevor Svajda,0.115,0,-50.0
2026-07-29T00:12+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Philadelphia Phillies vs. Miami Marlins,Philadelphia Phillies,0.225,1,172.22
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Tottenham Hotspur win on 2026-07-29?,No,0.9995,1,0.03
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Taylor Fritz vs Kamil Majchrzak,Taylor Fritz,0.735,1,18.03
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Sydney FC win on 2026-07-29?,No,0.9995,1,0.03
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Mubadala Citi DC Open: Aleksandar Vukic vs Lorenzo Musetti,Lorenzo Musetti,0.675,1,24.07
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will CR Flamengo win on 2026-07-29?,Yes,0.465,0,-50.0
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: Hanwha Eagles vs. LG Twins,LG Twins,0.809,0,-50.0
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Cerezo Osaka win on 2026-07-29?,Yes,0.9995,1,0.03
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Liberec: Petr Brunclik vs Sumit Nagal,Sumit Nagal,0.525,1,45.24
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,KBO: KT Wiz vs. Samsung Lions,KT Wiz,0.6,0,-50.0
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Toronto Blue Jays vs. Chicago Cubs: O/U 4.5,Over,0.82,1,10.98
2026-07-29T13:11+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Bonn: Elmer Moeller vs Jamie Mackenzie,Elmer Moeller,0.685,0,-50.0
2026-07-29T13:11+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,Targu Mures: Elena Ruxandra Bertea vs Carole Monnet,Carole Monnet,0.9995,1,0.03
2026-07-29T13:11+00:00,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,LoL: Bilibili Gaming vs LGD Gaming - Game 2 Winner,Bilibili Gaming,0.0005,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will Borussia Dortmund win on 2026-07-29?,No,0.9995,1,0.03
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,LoL: T1 vs KT Rolster - Game 1 Winner,KT Rolster,0.9995,0,-50.0
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will CS Cienciano win on 2026-07-29?,Yes,0.435,1,64.94
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,ITF Hechingen: Eva Bennemann vs Josy Daems,Eva Bennemann,0.71,1,20.42
2026-07-29T13:11+00:00,0x076daa87c4fe1a85402a9b6b8e0a866224388d4c,Will MH Beitar Jerusalem win on 2026-07-30?,No,0.5649,1,38.51
