ts,wallet,title,outcome,entry,won,pnl
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Beijing Guoan FC win on 2026-08-01?,No,0.425,0,-50.0
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Gimcheon Sangmu FC win on 2026-08-01?,Yes,0.9,1,5.56
2026-08-01T12:15+00:00,0x204f72f35326db932158cba6adff0b9a1da95e14,Will Turun Palloseura win on 2026-08-01?,Yes,0.61,1,31.97
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: BetBoom Team vs LGD Gaming - Game 2 Winner,BetBoom Team,0.9995,1,0.03
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: Yellow Submarine vs Vici Gaming - Game 1 Winner,Vici Gaming,0.9995,1,0.03
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: Yellow Submarine vs Vici Gaming - Game 2 Winner,Vici Gaming,0.9995,1,0.03
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: Rune Eaters vs PlayTime - Game 2 Winner,Rune Eaters,0.8,1,12.5
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: Rune Eaters vs PlayTime - Game 1 Winner,Rune Eaters,0.9995,1,0.03
2026-08-01T12:15+00:00,0xe16d3f2a5807999b358affd9445c3a09e45e5e30,Dota 2: Enjoy vs Yakult Brothers - Game 1 Winner,Enjoy,0.195,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,St. Louis Cardinals vs. Cincinnati Reds,Cincinnati Reds,0.575,1,36.96
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,San Francisco Giants vs. Atlanta Braves,Atlanta Braves,0.545,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,New York Yankees vs. Chicago Cubs: O/U 6.5,Over,0.505,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,Boston Red Sox vs. Los Angeles Dodgers: O/U 8.5,Under,0.545,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,St. Louis Cardinals vs. Cincinnati Reds: O/U 8.5,Over,0.49,1,52.04
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,St. Louis Cardinals vs. Cincinnati Reds: O/U 9.5,Over,0.685,1,22.99
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,Chicago White Sox vs. Tampa Bay Rays: O/U 8.5,Over,0.465,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,Will the Pittsburgh Pirates win the 2026 World Series?,Yes,0.0065,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,St. Louis Cardinals vs. Toronto Blue Jays: O/U 9.5,Over,0.405,0,-50.0
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,St. Louis Cardinals vs. Toronto Blue Jays: O/U 8.5,Under,0.505,1,49.01
2026-08-01T12:15+00:00,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,Will the Baltimore Orioles win the 2026 World Series?,Yes,0.0055,0,-50.0
2026-08-01T12:15+00:00,0xdb859a551fcf56e49416160911476bea7307152f,Atlanta Braves vs. Chicago White Sox: O/U 8.5,Under,0.375,1,83.33
2026-08-01T12:15+00:00,0x6d20c35f65d9899b6d6b74f8466e824580f9a165,Counter-Strike: FaZe vs Spirit - Map 2 Winner,FaZe,0.825,1,10.61
2026-08-01T12:15+00:00,0x9cb990f1862568a63d8601efeebe0304225c32f2,Counter-Strike: FaZe vs Spirit (BO3) - BLAST Bounty Playoffs,FaZe,0.245,0,-50.0
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: LGD Gaming vs Top Esports (BO3) - LPL Group Ascend,Top Esports,0.9995,1,0.03
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: LGD Gaming vs Top Esports - Game 2 Winner,Top Esports,0.9995,1,0.03
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: JD Gaming vs Bilibili Gaming - Game 1 Winner,Bilibili Gaming,0.785,0,-50.0
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: JD Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend,Bilibili Gaming,0.785,0,-50.0
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: LGD Gaming vs Top Esports - Game 1 Winner,Top Esports,0.0005,0,-50.0
2026-08-01T12:15+00:00,0xf070207d315d47fd07870e464d3ded9151f5ac55,LoL: Anyone's Legend vs ThunderTalk Gaming - Game 2 Winner,ThunderTalk Gaming,0.0005,0,-50.0
