capture,asset,rest_price,dist_from_mid,queue_ahead,consumed,filled,secs_to_fill,markout_5s,markout_30s,markout_300s
224929.jsonl.gz,8890297437819588,0.65,0.005,490.0,980.0,1,4.4,0.005,0.005,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,180.3,1,366.0,0.006,0.006,
224929.jsonl.gz,9350237091720620,0.074,0.0065,116.0,250.0,1,8.9,0.0065,0.0065,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,3804724364027599,0.045,0.008,303.0,303.0,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,282.8,282.8,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.3,0.01,2520.2,1789.3,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124528.5,36400.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.01,8370.4,205.0,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39215.4,18404.6,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,594.0,300.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,893.3,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1002.0,0,,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.025,0.0025,83.0,83.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,4908.6,1000.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,795.2,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,14.0,0,,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,6824515892885346,0.76,0.065,25.0,25.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143726.0,9188.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29735.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1912.7,1860.7,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.988,0.199,1863.0,538.8,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.99,0.015,2039.2,29.2,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.166,3250.0,1250.0,0,,,,
224929.jsonl.gz,8890297437819588,0.65,0.005,592.0,1082.0,1,15.2,0.005,0.005,
224929.jsonl.gz,7456793595792364,0.983,0.0065,0.0,204.0,1,136.8,0.0075,0.007,
224929.jsonl.gz,7456793595792364,0.98,0.0025,0.0,430.0,1,227.9,0.0045,0.004,0.0045
224929.jsonl.gz,7456793595792364,0.98,0.0025,0.0,430.0,1,197.9,0.0045,0.004,0.0045
224929.jsonl.gz,7456793595792364,0.98,0.0025,0.0,430.0,1,167.9,0.0045,0.004,0.0045
224929.jsonl.gz,9350237091720620,0.074,0.0065,116.0,250.0,1,21.5,0.0065,0.0065,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,3804724364027599,0.045,0.008,303.0,303.0,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.3,0.01,2320.2,1589.3,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124528.5,36400.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.01,8370.4,205.0,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39215.4,18404.6,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,863.3,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1002.0,0,,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.004,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,4908.6,1000.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,765.2,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,14.0,0,,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,187500.0,0,,,,
224929.jsonl.gz,6824515892885346,0.76,0.065,25.0,25.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143726.0,9188.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29735.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,125000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1912.7,1860.7,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,6441922505412657,0.985,0.005,10000.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.988,0.199,1863.0,538.8,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.99,0.015,2039.2,29.2,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1835,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.166,3250.0,1250.0,0,,,,
224929.jsonl.gz,6824515892885346,0.64,0.005,1002.0,1532.0,1,124.5,0.005,0.005,
224929.jsonl.gz,6824515892885346,0.64,0.005,1002.0,1532.0,1,94.2,0.005,0.005,
224929.jsonl.gz,6824515892885346,0.64,0.005,472.0,1002.0,1,63.9,0.005,0.005,
224929.jsonl.gz,8890297437819588,0.65,0.005,490.0,1059.0,1,4.2,0.005,0.005,0.005
224929.jsonl.gz,1059349247931019,0.4,0.005,3226.0,3638.0,1,246.2,0.005,0.005,
224929.jsonl.gz,1059349247931019,0.4,0.005,3220.0,3412.0,1,216.1,0.005,0.005,
224929.jsonl.gz,1059349247931019,0.4,0.005,3220.0,3412.0,1,186.1,0.005,0.005,
224929.jsonl.gz,7456793595792364,0.978,0.002,0.0,430.0,1,15.3,0.002,0.002,
224929.jsonl.gz,3804724364027599,0.033,0.002,490.0,793.0,1,76.3,0.0025,0.0025,
224929.jsonl.gz,3804724364027599,0.033,0.002,490.0,793.0,1,46.2,0.0025,0.0025,
224929.jsonl.gz,3804724364027599,0.033,0.002,490.0,793.0,1,15.9,0.0025,0.0025,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,417.4,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,387.4,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,357.4,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,327.4,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,297.3,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,267.1,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,237.1,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,207.1,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,177.0,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,146.8,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,116.5,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,178.9,1,86.2,0.006,0.006,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.3,0.01,2520.2,1789.3,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124904.8,33400.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.01,8370.4,205.0,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,17123.8,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,833.2,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1002.0,0,,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,735.2,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,504.0,1,898.8,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,187500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143726.0,9288.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29735.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,125000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1399.0,1347.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.99,0.015,2039.2,29.2,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1835,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9350237091720620,0.074,0.0065,121.4,250.0,1,29.4,0.0065,,
224929.jsonl.gz,7456793595792364,0.978,0.002,0.0,430.0,1,7.5,0.002,0.0025,
224929.jsonl.gz,8890297437819588,0.65,0.005,490.0,819.0,1,8.4,0.005,0.005,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.3,0.01,2620.2,1789.3,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124904.8,33400.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.01,8470.4,205.0,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,17123.8,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,803.2,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1002.0,0,,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,705.1,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,504.0,1,868.8,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,187500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143726.0,9288.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29735.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,125000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1399.0,1347.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.99,0.015,2039.2,29.2,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1835,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,6350586282809244,0.026,0.003,0.0,132.6,1,304.0,0.002,0.002,0.002
224929.jsonl.gz,6350586282809244,0.026,0.003,0.0,132.6,1,273.9,0.002,0.002,0.002
224929.jsonl.gz,6350586282809244,0.026,0.003,0.0,132.6,1,243.9,0.002,0.002,0.002
224929.jsonl.gz,8890297437819588,0.65,0.005,490.0,1047.0,1,8.6,0.005,0.005,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,164.8,1,108.7,0.006,0.006,
224929.jsonl.gz,5775223447809780,0.994,0.006,0.0,164.8,1,78.4,0.006,0.006,
224929.jsonl.gz,6824515892885346,0.64,0.005,530.0,1060.0,1,110.4,0.005,0.005,
224929.jsonl.gz,6824515892885346,0.64,0.005,530.0,1060.0,1,80.1,0.005,0.005,
224929.jsonl.gz,6824515892885346,0.64,0.005,0.0,530.0,1,50.1,0.005,0.005,
224929.jsonl.gz,6824515892885346,0.64,0.005,0.0,530.0,1,19.8,0.005,0.005,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,3519854948656960,0.3,0.01,2620.2,1789.3,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,659.8,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124904.8,30900.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.01,8470.4,212.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,15843.0,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,773.1,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,877.6,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,675.1,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,504.0,1,838.7,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,187500.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143626.0,9188.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,125000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1399.0,1347.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1835,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9350237091720620,0.074,0.0065,121.4,266.0,1,57.8,,,
224929.jsonl.gz,6824515892885346,0.64,0.005,0.0,226.0,1,2.0,0.005,0.005,0.005
224929.jsonl.gz,3804724364027599,0.032,0.0015,490.0,792.0,1,66.6,0.0015,0.0015,
224929.jsonl.gz,3804724364027599,0.032,0.0015,490.0,792.0,1,36.4,0.0015,0.0015,
224929.jsonl.gz,3804724364027599,0.032,0.0015,490.0,792.0,1,6.3,0.0015,0.0015,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,629.5,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124904.8,31900.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8470.4,212.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,15843.0,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,128.0,1,742.8,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,847.4,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,644.8,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,504.0,1,808.4,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
224929.jsonl.gz,1083024546070811,0.018,0.0025,1565.0,594.0,0,,,,
224929.jsonl.gz,2823941877263364,0.998,0.0155,2340481.0,150000.0,0,,,,
224929.jsonl.gz,9705092174041619,0.63,0.01,143226.0,8788.0,0,,,,
224929.jsonl.gz,2881957189963819,0.41,0.005,29935.6,0.0,0,,,,
224929.jsonl.gz,7419522058612923,0.999,0.014,5836337.9,100000.0,0,,,,
224929.jsonl.gz,4264368978045256,0.015,0.006,1399.0,1347.0,0,,,,
224929.jsonl.gz,8021972217434945,0.88,0.015,1790.0,62.0,0,,,,
224929.jsonl.gz,6441922505412657,0.98,0.0025,0.0,0.0,0,,,,
224929.jsonl.gz,8881400370038397,0.74,0.07,43.1,46.2,0,,,,
224929.jsonl.gz,8181063193293541,0.971,0.007,0.0,0.0,0,,,,
224929.jsonl.gz,7643548942136022,0.994,0.002,540.0,0.0,0,,,,
224929.jsonl.gz,1357679737205208,0.998,0.169,3254.0,0.0,0,,,,
224929.jsonl.gz,9919340269878615,0.989,0.0145,2948.2,21.0,0,,,,
224929.jsonl.gz,1034172286432846,0.997,0.1835,10752.6,0.0,0,,,,
224929.jsonl.gz,6447863530315865,0.992,0.006,3250.0,1250.0,0,,,,
224929.jsonl.gz,9718603078560812,0.01,0.0005,133049.5,0.0,0,,,,
224929.jsonl.gz,6377725888023396,0.1,0.005,6327.2,0.0,0,,,,
224929.jsonl.gz,1396280659352613,0.24,0.01,858.4,318.4,0,,,,
224929.jsonl.gz,8022971310749160,0.011,0.0005,604.0,0.0,0,,,,
224929.jsonl.gz,1982530923885605,0.04,0.0005,0.0,0.0,0,,,,
224929.jsonl.gz,9076837713448521,0.37,0.005,594.0,0.0,0,,,,
224929.jsonl.gz,7473907490958467,0.085,0.0055,2834.8,541.0,0,,,,
224929.jsonl.gz,1090994452379897,0.037,0.003,0.0,430.0,1,599.1,,,
224929.jsonl.gz,6384252906871000,0.6,0.005,124904.8,28900.0,0,,,,
224929.jsonl.gz,1022706502257978,0.013,0.0005,811.8,0.0,0,,,,
224929.jsonl.gz,2963382670171355,0.72,0.005,8370.4,112.1,0,,,,
224929.jsonl.gz,5615282760875985,0.39,0.005,39591.7,13281.5,0,,,,
224929.jsonl.gz,1122417510711743,0.01,0.002,591.0,0.0,0,,,,
224929.jsonl.gz,2955576282086664,0.22,0.005,16.0,112.0,0,,,,
224929.jsonl.gz,2148337392909064,0.013,0.0035,15.2,0.0,0,,,,
224929.jsonl.gz,5552468961200544,0.14,0.01,1125.0,1596.0,1,816.9,,,
224929.jsonl.gz,5774813808502271,0.021,0.0005,23975.4,0.0,0,,,,
224929.jsonl.gz,7045929632587188,0.23,0.005,1591.8,0.0,0,,,,
224929.jsonl.gz,3704650953639515,0.028,0.0045,579.6,0.0,0,,,,
224929.jsonl.gz,8891292653349398,0.016,0.0005,2647.9,0.0,0,,,,
224929.jsonl.gz,1825839575504139,0.003,0.0005,3908.6,0.0,0,,,,
224929.jsonl.gz,9436872649120984,0.02,0.0005,1816.0,2376.0,1,614.4,,,
224929.jsonl.gz,8890297437819588,0.67,0.015,7.0,504.0,1,778.0,,,
224929.jsonl.gz,2853789823298506,0.008,0.0035,229.4,0.0,0,,,,
224929.jsonl.gz,5855900748190859,0.012,0.0005,1945.0,0.0,0,,,,
224929.jsonl.gz,1064932851422783,0.927,0.0005,2.5,2.5,0,,,,
